"Kod"	"Giltig från"	"Överordnad kod"	"Titel"	"Latin"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Kodningsinformation"	"Innehåll"	"Manifestation(*)/Etiologi(†)"	"Koppling Manifestation(*)/Etiologi(†)"	"Ej huvuddiagnos"	"Kodnivå - kodspecifikation"
"09"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"09"	""	""	""	""	""	""	""	"Systemiska bindvävssjukdomar (M30-M36)"	""	""	""	""	""	""	""
"09"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"09"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"09"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"09"	""	""	""	""	""	""	""	"Övergående cerebral ischemi och besläktade syndrom (G45.-)"	""	""	""	""	""	""	""
"10"	"1997-01-01"	""	"Andningsorganens sjukdomar (J00-J99)"	"Morbi organorum respirationis"	""	""	""	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	"När ett tillstånd i luftvägarna beskrivs som omfattande mer än en lokalisation och detta inte tilldelats en egen kategori i klassifikationen, kodas tillståndet på den anatomiskt lägre lokalisationen. Så klassificeras t.ex. trakeobronkit som bronkit J40."	""	"<div>Detta kapitel innehåller följande avsnitt:<div>J00-J06 Akuta infektioner i övre luftvägarna</div><div>J09-J18 Influensa och lunginflammation</div><div>J20-J22 Andra akuta infektioner i nedre luftvägarna</div><div>J30-J39 Andra sjukdomar i övre luftvägarna</div><div>J40-J47 Kroniska sjukdomar i nedre luftvägarna</div><div>J60-J70 Lungsjukdomar av yttre orsaker</div><div>J80-J84 Andra lungsjukdomar som huvudsakligen engagerar interstitiet</div><div>J85-J86 Variga och nekrotiska tillstånd i nedre luftvägarna</div><div>J90-J94 Andra sjukdomar i lungsäcken</div><div>J95-J99 Andra sjukdomar i andningsorganen</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkoder:<div>J17* Pneumoni vid sjukdomar som klassificeras på annan plats</div><div>J91* Utgjutning i lungsäcken vid tillstånd som klassificeras på annan plats</div><div>J99* Lungförändringar vid sjukdomar som klassificeras på annan plats</div></div>"	""	""	""	"Kapitelkod"
"10"	""	""	""	""	""	""	""	"Komplikationer vid graviditet, förlossning och under barnsängstid (O00-O99)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Medfödda missbildningar, deformiteter och kromosomavvikelser (Q00-Q99)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra komplikationer till yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"10"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"11"	"1997-01-01"	""	"Matsmältningsorganens sjukdomar (K00-K93)"	"Morbi organorum digestionis"	""	""	""	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	""	""	"<div>Detta kapitel innehåller följande avsnitt:<div>K00-K14 Sjukdomar i munhåla, spottkörtlar och käkar</div><div>K20-K31 Matstrupens, magsäckens och tolvfingertarmens sjukdomar</div><div>K35-K38 Sjukdomar i blindtarmen</div><div>K40-K46 Bråck</div><div>K50-K52 Icke infektiös inflammation i tunntarmen och tjocktarmen</div><div>K55-K64 Andra sjukdomar i tarmen</div><div>K65-K67 Sjukdomar i bukhinnan</div><div>K70-K77 Sjukdomar i levern</div><div>K80-K87 Sjukdomar i gallblåsan, gallvägarna och bukspottkörteln</div><div>K90-K93 Andra sjukdomar i matsmältningsorganen</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkoder:<div>K23* Förändringar i matstrupen vid sjukdomar som klassificeras på annan plats</div><div>K67* Sjukdomstillstånd i bukhinnan vid infektionssjukdomar som klassificeras på annan plats</div><div>K77* Leversjukdomar vid sjukdomar som klassificeras på annan plats</div><div>K87* Förändringar i gallblåsan, gallvägarna och pankreas vid sjukdomar som klassificeras på annan plats</div><div>K93* Förändringar i andra matsmältningsorgan vid sjukdomar som klassificeras på annan plats</div></div>"	""	""	""	"Kapitelkod"
"11"	""	""	""	""	""	""	""	"Komplikationer vid graviditet, förlossning och under barnsängstid (O00-O99)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Medfödda missbildningar, deformiteter och kromosomavvikelser (Q00-Q99)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra följder av yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"11"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"12"	"1997-01-01"	""	"Hudens och underhudens sjukdomar (L00-L99)"	"Morbi cutis et subcutis"	""	""	""	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	""	""	"<div>Detta kapitel innehåller följande avsnitt:<div>L00-L08 Infektioner i hud och underhud</div><div>L10-L14 Blåsdermatoser</div><div>L20-L30 Dermatit och eksem</div><div>L40-L45 Papuloskvamösa sjukdomar</div><div>L50-L54 Urtikaria och erytematösa tillstånd</div><div>L55-L59 Strålningsrelaterade sjukdomar i hud och underhud</div><div>L60-L75 Sjukdomar i hår, hårfolliklar, naglar, talgkörtlar och svettkörtlar</div><div>L80-L99 Andra sjukdomar i hud och underhud</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkoder:<div>L14* Blåsdermatos vid sjukdomar som klassificeras på annan plats</div><div>L45* Papuloskvamösa tillstånd vid sjukdomar som klassificeras på annan plats</div><div>L54* Erytem vid sjukdomar som klassificeras på annan plats</div><div>L62* Nagelåkommor vid sjukdomar som klassificeras på annan plats</div><div>L86* Keratodermi vid sjukdomar som klassificeras på annan plats</div><div>L99* Andra tillstånd i hud och underhud vid sjukdomar som klassificeras på annan plats</div></div>"	""	""	""	"Kapitelkod"
"12"	""	""	""	""	""	""	""	"Komplikationer vid graviditet, förlossning och under barnsängstid (O00-O99)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Lipomelanotisk retikulos (I89.8)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Medfödda missbildningar, deformiteter och kromosomavvikelser (Q00-Q99)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra följder av yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Systemiska bindvävssjukdomar (M30-M36)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"12"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"13"	"1997-01-01"	""	"Sjukdomar i muskuloskeletala systemet och bindväven (M00-M99)"	"Morbi systematis musculosceletalis et telae connectivae"	""	""	""	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	"I ICD-10 finns förslag till uppdelningar med avseende på lokalisationen av olika muskuloskeletala tillstånd. Det gäller både för kapitel 13 som helhet i tillämpliga delar och för vissa avsnitt, såsom sjukliga förändringar i knäled (M23), ryggsjukdomar (M40-M54) och biomekanisk dysfunktion (M99). Dessa uppdelningar återges dock inte här, eftersom alternativa, specialistanpassade femtepositionskoder också används i Sverige. För klassificering efter lokalisation hänvisas i första hand till dessa specialistversioner."	""	"<div>Detta kapitel innehåller följande avsnitt:<div>M00-M25 Ledsjukdomar</div></div><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M00-M03 Infektiösa ledsjukdomar</div></div><div><div> M05-M14 Inflammatoriska polyartriter</div></div><div><div> M15-M19 Artros</div></div></blockquote><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M20-M25 Andra ledsjukdomar</div></div></blockquote><div><div>M30-M36 Inflammatoriska systemsjukdomar</div><div>M40-M54 Ryggsjukdomar</div></div><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M40-M43 Deformerande ryggsjukdomar</div></div></blockquote><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M45-M49 Spondylopatier</div></div></blockquote><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M50-M54 Andra ryggsjukdomar</div></div></blockquote><div><div>M60-M79 Sjukdomar i mjukvävnader</div></div><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M60-M63 Muskelsjukdomar</div></div><div><div> M65-M68 Sjukdomar i ledhinnor och senor</div></div><div><div> M70-M79 Andra sjukdomar i mjukvävnader</div></div></blockquote><div><div>M80-M94 Sjukdomar i benvävnad och broskvävnad</div></div><blockquote style=\"margin: 0 0 0 40px; border: none; padding: 0px;\"><div><div> M80-M85 Rubbningar i bentäthet och benstruktur</div></div><div><div> M86-M90 Andra sjukdomar i benvävnad</div></div><div><div> M91-M94 Sjukdomar i broskvävnad</div></div></blockquote><div><div>M95-M99 Andra sjukdomar i muskuloskeletala systemet och bindväven</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkoder:<div>M01* Direktinfektioner av led vid infektionssjukdomar och parasitsjukdomar som klassificeras på annan plats</div><div>M03* Postinfektiösa och reaktiva artriter vid sjukdomar som klassificeras på annan plats</div><div>M07* Ledsjukdomar vid psoriasis och tarmsjukdomar</div><div>M09* Juvenil artrit vid sjukdomar som klassificeras på annan plats</div><div>M14* Artropatier vid andra sjukdomar som klassificeras på annan plats</div><div>M36* Systemiska sjukdomar med led- och bindvävsengagemang vilka klassificeras på annan plats</div><div>M49* Spondylopatier vid sjukdomar som klassificeras på annan plats</div><div>M63* Muskelsjukdomar vid sjukdomar som klassificeras på annan plats</div><div>M68* Sjukdomstillstånd i ledhinnor och senor vid sjukdomar som klassificeras på annan plats</div><div>M73* Förändringar i mjukvävnader vid sjukdomar som klassificeras på annan plats</div><div>M82* Osteoporos vid sjukdomar som klassificeras på annan plats</div><div>M90* Sjukdomstillstånd i benvävnad vid sjukdomar som klassificeras på annan plats</div></div>"	""	""	""	"Kapitelkod"
"13"	""	""	""	""	""	""	""	"Kompartmentsyndrom (T79.6)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Komplikationer vid graviditet, förlossning och under barnsängstid (O00-O99)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Medfödda missbildningar, deformiteter och kromosomavvikelser (Q00-Q99)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra följder av yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"13"	""	""	""	""	""	""	""	"Vissa rubbningar i käkleden (K07.6)"	""	""	""	""	""	""	""
"14"	"1997-01-01"	""	"Sjukdomar i urin- och könsorganen (N00-N99)"	"Morbi organorum urogenitalium"	""	""	""	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	""	""	"<div>Detta kapitel innehåller följande avsnitt:<div>N00-N08 Glomerulussjukdomar</div><div>N10-N16 Tubulo-interstitiella njursjukdomar</div><div>N17-N19 Njursvikt</div><div>N20-N23 Sten i urinvägarna</div><div>N25-N29 Andra sjukdomar i njure och urinledare</div><div>N30-N39 Andra sjukdomar i urinorganen</div><div>N40-N51 Sjukdomar i de manliga könsorganen</div><div>N60-N64 Sjukdomar i bröstkörtel</div><div>N70-N77 Inflammatoriska sjukdomar i de kvinnliga bäckenorganen</div><div>N80-N98 Icke inflammatoriska sjukdomar i de kvinnliga könsorganen</div><div>N99 Andra sjukliga tillstånd i urin- och könsorganen</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkoder:<div>N08* Glomerulära sjukdomstillstånd vid sjukdomar som klassificeras på annan plats</div><div>N16* Tubulo-interstitiella njursjukdomar vid sjukdomar som klassificeras på annan plats</div><div>N22* Sten i urinvägarna vid sjukdomar som klassificeras på annan plats</div><div>N29* Andra sjukdomstillstånd i njure och uretär vid sjukdomar som klassificeras på annan plats</div><div>N33* Sjukliga tillstånd i urinblåsan vid sjukdomar som klassificeras på annan plats</div><div>N37* Sjukliga tillstånd i uretra vid sjukdomar som klassificeras på annan plats</div><div>N51* Sjukliga tillstånd i de manliga könsorganen vid sjukdomar som klassificeras på annan plats</div><div>N74* Inflammatoriska tillstånd i det kvinnliga bäckenet vid sjukdomar som klassificeras på annan plats</div><div>N77* Vulvovaginal ulceration och inflammation vid sjukdomar som klassificeras på annan plats</div></div>"	""	""	""	"Kapitelkod"
"14"	""	""	""	""	""	""	""	"Komplikationer vid graviditet, förlossning och under barnsängstid (O00-O99)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Medfödda missbildningar, deformiteter och kromosomavvikelser (Q00-Q99)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra följder av yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Symtom, sjukdomstecken, onormala kliniska fynd och laboratoriefynd som ej klassificeras på annan plats (R00-R99)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Tumörer (C00-D48)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Vissa infektionssjukdomar och parasitsjukdomar (A00-B99)"	""	""	""	""	""	""	""
"14"	""	""	""	""	""	""	""	"Vissa perinatala tillstånd (P00-P96)"	""	""	""	""	""	""	""
"15"	"1997-01-01"	""	"Graviditet, förlossning och barnsängstid (O00-O99)"	"Graviditas, partus et puerperium"	""	""	""	"Obstetrisk tetanus (A34)"	""	""	"Detta kapitel innehåller följande avsnitt:<div>O00-O08 Graviditet som avslutas med abort</div><div>O10-O16 Ödem, proteinuri och hypertoni under graviditet, förlossning och barnsängstid</div><div>O20-O29 Andra sjukdomar hos den blivande modern i huvudsak sammanhängande med graviditeten</div><div>O30-O49 Vård under graviditet på grund av problem relaterade till fostret och amnionhålan samt befarade förlossningsproblem</div><div>O60-O75 Komplikationer vid värkarbete och förlossning</div><div>O80-O84 Förlossning</div><div>O85-O92 Komplikationer huvudsakligen sammanhängande med barnsängstiden</div><div>O94-O99 Andra obstetriska tillstånd som ej klassificeras på annan plats</div>"	""	""	""	"Kapitelkod"
"15"	""	""	""	""	""	""	""	"Postpartumnekros av hypofysen (E23.0)"	""	""	""	""	""	""	""
"15"	""	""	""	""	""	""	""	"Psykiska störningar och beteendestörningar under barnsängstid (F53.-)"	""	""	""	""	""	""	""
"15"	""	""	""	""	""	""	""	"Puerperal osteomalaci (M83.0)"	""	""	""	""	""	""	""
"15"	""	""	""	""	""	""	""	"Skador, förgiftningar och vissa andra följder av yttre orsaker (S00-T98)"	""	""	""	""	""	""	""
"15"	""	""	""	""	""	""	""	"Övervakning av högriskgraviditet (Z35.-)"	""	""	""	""	""	""	""
"15"	""	""	""	""	""	""	""	"Övervakning av normal graviditet (Z34.-)"	""	""	""	""	""	""	""
"16"	"1997-01-01"	""	"Vissa perinatala tillstånd (P00-P96)"	"Aliquae conditiones perinatales"	""	""	"Tillstånd som har sitt ursprung i den perinatala perioden även om död eller sjukdom inträffar senare"	"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar (E00-E90)"	""	""	"<div>Detta kapitel innehåller följande avsnitt:<div>P00-P04 Foster och nyfödd som påverkats av tillstånd hos modern och av komplikationer vid graviditet, värkarbete och förlossning</div><div>P05-P08 Sjukdomar som har samband med graviditetslängd och fostertillväxt</div><div>P10-P15 Förlossningsskador</div><div>P20-P29 Sjukdomar i andningsorgan och cirkulationsorgan specifika för den perinatala perioden</div><div>P35-P39 Infektioner specifika för den perinatala perioden</div><div>P50-P61 Blödningssjukdomar och blodsjukdomar hos foster och nyfödd</div><div>P70-P74 Övergående endokrina rubbningar och ämnesomsättningsrubbningar specifika för foster och nyfödd</div><div>P75-P78 Sjukdomar i matsmältningsorganen hos foster och nyfödd</div><div>P80-P83 Tillstånd som engagerar hud och temperaturreglering hos foster och nyfödd</div><div>P90-P96 Andra sjukdomar och rubbningar under den perinatala perioden</div></div><div><br></div><div>Detta kapitel innehåller följande asteriskkod:<div>P75* Mekoniumileus</div></div>"	""	""	""	"Kapitelkod"
